0, -0.5,1,0.1,0.1,0.2,-0.5, 1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.01, -0.499,1.002,0.095,0.0968171,0.190088,-0.534193, 1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.02, -0.498032,1.0039,0.0896581,0.0936342,0.180176,-0.568387, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.03, -0.497096,1.0057,0.0839742,0.090664,0.169692,-0.604633, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.04, -0.496189,1.0074,0.0779279,0.0879598,0.158625,-0.642975, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.05, -0.495309,1.00899,0.0714981,0.0855702,0.146927,-0.683589, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.06, -0.494454,1.01046,0.0646622,0.0835521,0.134547,-0.726662, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.07, -0.493618,1.0118,0.0573956,0.0819712,0.121429,-0.772401, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.08, -0.492798,1.01301,0.0496716,0.0809041,0.10751,-0.821036, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.09, -0.491989,1.01409,0.0414612,0.0804394,0.0927218,-0.872822, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.1, -0.491185,1.01502,0.032733,0.0806804,0.0769873,-0.928044, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.11, -0.490378,1.01579,0.0234526,0.0817478,0.060221,-0.987018, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.12, -0.489561,1.01639,0.0135824,0.0837827,0.0423273,-1.0501, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.13, -0.488723,1.01681,0.00308141,0.0869504,0.0231993,-1.11769, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0.14, -0.487853,1.01704,-0.00809545,0.0914455,0.00271705,-1.19023, 3,0,0,1,0,0,0,3,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
